2011.10.20 15:05	28
2011.10.21 15:05	25
2011.10.22 15:05	28
2011.10.23 20:45	26
2011.10.24 13:45	30
2011.10.25 15:05	29
2011.10.26 15:05	26
2011.10.27 18:10	25
2011.10.28 15:05	25
2011.10.29 15:05	27
2011.10.30 22:55	27
2011.10.31 15:05	29
2011.11.01 23:25	28
2011.11.02 03:35	28
2011.11.03 15:05	29
2011.11.04 14:30	27
2011.11.05 15:05	25
2011.11.06 02:05	24
2011.11.07 15:05	25
2011.11.08 15:05	27
2011.11.09 01:25	23
2011.11.10 15:05	22
2011.11.11 16:50	24
2011.11.12 00:10	22
2011.11.13 15:05	24
2011.11.14 15:05	25
2011.11.15 00:05	20
2011.11.16 15:05	22
2011.11.17 15:05	22
2011.11.18 15:05	22
2011.11.19 03:35	23
2011.11.20 01:25	17
2011.11.21 17:50	22
2011.11.22 00:25	22
2011.11.23 17:50	23
2011.11.24 14:00	25
2011.11.25 15:05	25
2011.11.26 00:10	25
2011.11.27 17:50	26
2011.11.28 20:45	21
2011.11.29 20:45	23
2011.11.30 17:50	24
2011.12.01 01:10	22
2011.12.07 23:25	27
2011.12.08 04:45	27
2011.12.09 03:35	25
2011.12.10 17:50	27
2011.12.11 15:05	26
2011.12.12 15:05	28
2011.12.13 16:25	31
2011.12.14 15:05	31
2011.12.15 13:00	31
2011.12.16 10:30	31
2011.12.17 22:55	29
2011.12.18 07:50	31
2011.12.19 22:30	29
2011.12.20 03:05	29
2011.12.21 02:05	28
2011.12.22 02:05	26
2011.12.23 15:05	28
2011.12.24 15:05	30
2011.12.25 22:55	31
2011.12.26 07:50	34
2011.12.27 07:50	35
2011.12.28 22:55	29
2011.12.29 12:15	31
2011.12.30 15:05	30
2011.12.31 03:35	26
2012.01.01 23:50	25
2012.01.02 04:25	26
2012.01.03 14:45	29
2012.01.04 20:45	30
2012.01.05 00:10	30
2012.01.06 04:25	29
2012.01.07 11:05	25
2012.01.08 23:25	19
2012.01.09 15:05	22
2012.01.10 19:25	23
2012.01.11 15:05	28
2012.01.12 11:45	29
2012.01.13 01:10	27
2012.01.14 00:10	20
2012.01.15 15:05	18
2012.01.16 19:45	20
2012.01.17 23:45	25
2012.01.18 16:15	26
2012.01.19 18:10	27
2012.01.20 00:15	26
2012.01.21 17:50	28
2012.01.22 23:25	26
2012.01.23 00:10	26
2012.01.24 15:05	23
2012.01.25 15:05	22
2012.01.26 17:50	22
2012.01.27 14:25	20
2012.01.28 12:15	21
2012.01.29 14:00	20
